"","Epithelial","Fibroblasts","Myo.Meso","Endothelium","Pericytes","Neural","Immune","Muscle"
"LRRC28",3.17294422705426e-05,1.57016543868989e-05,1.78109647954819e-05,1.81529490399381e-05,3.01768638611694e-05,2.6395795503044e-05,7.92638499963658e-06,1.08080194239986e-05
"AC015660.2",0,0,2.19925225423356e-06,0,0,0,0,0
"AC015660.3",0,0,0,0,0,0,0,0
"AC015660.4",1.00740442250541e-06,0,0,0,0,0,0,0
"AC015660.1",0,0,0,0,0,0,0,0
"MEF2A",2.48732269533911e-05,5.2692079500162e-05,5.17600458367418e-05,0.000155560044375204,5.07167461998206e-05,6.1046021017571e-05,6.46380015723835e-05,0.000117011102214387
"LYSMD4",3.09040921113617e-06,4.50652692503705e-06,6.98266060009148e-06,2.11048382841766e-06,4.61947107056242e-06,0,6.9487261854608e-06,8.54397521892287e-06
"AC090825.1",9.89805008413343e-07,0,0,0,0,0,0,0
"AC084855.1",0,0,0,0,0,0,0,0
"ADAMTS17",0,0,7.28426633535014e-06,0,0,3.06630893062476e-06,2.77970813064628e-06,0
"AC084855.2",0,0,0,0,0,0,0,0
"AC022710.1",0,0,0,0,1.06344494319501e-05,0,0,0
"SPATA41",0,0,3.27064595257563e-06,0,0,0,4.06132602294649e-06,0
"CERS3-AS1",0,0,2.84171639670361e-06,0,0,0,0,0
"CERS3",0,0,0,0,0,0,0,0
"AC027020.2",0,1.20598166907863e-06,2.19925225423356e-06,0,0,0,0,2.39177230327673e-06
"AC027020.1",0,0,0,0,0,0,0,0
"LINS1",6.89568345768411e-06,6.66765148695105e-06,1.38230967173892e-05,1.3019012602796e-05,2.5048663867181e-05,2.349475935424e-05,1.38346002265185e-05,6.00062674003058e-06
"ASB7",9.45092293203183e-06,2.05349350582679e-06,5.02765208647562e-06,7.62493165096313e-06,0,1.9365210711953e-05,6.39192090729072e-06,1.32857658945958e-05
"AC087762.1",0,0,0,0,0,0,0,0
"AC015712.1",0,2.13561131873999e-06,1.22556529199093e-06,0,0,0,0,0
"AC015712.4",0,0,0,0,0,0,0,0
"ALDH1A3",0,8.9544185992913e-06,5.12098322877993e-06,0,5.22875816993464e-06,1.57019003729375e-05,0,4.38068119592597e-06
"AC015712.7",0,0,0,0,0,0,0,0
"AC015712.2",1.00005000250012e-06,0,0,0,0,0,0,0
"LRRK1",0,5.83173441349913e-06,0,0,0,9.93469566917477e-06,5.2067209928436e-06,0
"AC090907.1",0,0,0,0,0,0,0,0
"AC090907.2",0,0,0,0,0,0,0,0
"AC019254.2",0,0,0,0,0,0,0,0
"AC019254.1",0,0,0,0,0,0,0,0
"CHSY1",2.81337473421084e-06,2.73645194356896e-05,1.24921267338207e-05,2.19165147181532e-05,5.68126956592652e-05,3.33313729751959e-05,7.41954109665951e-06,6.05208997042871e-06
"SELENOS",0.000215813527213502,0.000145113580977923,0.000127289165765752,0.00011906211761107,0.000125822387340297,7.69497431178571e-05,8.37639210625423e-05,0.000147028212931554
"SNRPA1",6.14118840675282e-05,4.94628974778848e-05,5.71732470210509e-05,6.10476340072743e-05,4.40050307869749e-05,8.1543266251993e-05,4.91852532044646e-05,3.95562032016277e-05
"AC023024.1",0,0,0,0,0,0,0,0
"PCSK6",3.53194017383927e-06,3.64464692482916e-06,0,1.81695348399275e-05,0,3.17183411307589e-06,0,0
"PCSK6-AS1",0,0,0,0,0,0,0,0
"AC090164.3",0,0,0,0,0,0,0,0
"AC090164.4",0,0,0,0,0,0,0,0
"LINC02348",0,0,0,0,0,0,0,0
"TM2D3",2.5100473605146e-05,4.18766908349424e-05,4.2795998958846e-05,4.1771619790424e-05,3.12499644197518e-05,0.00010163672341074,2.71281173278726e-05,1.4888775904619e-05
"TARSL2",2.09723874623338e-05,2.98311557553994e-05,1.13333567563843e-05,2.64058982303367e-05,2.77360011865036e-05,4.17956379632969e-05,1.43722113796717e-05,4.75017541161147e-05
"OR4F6",0,0,0,0,0,0,0,0
"OR4F15",0,0,0,0,0,0,0,0
"OR4F4",0,0,0,0,0,0,0,0
"FAM138E",0,0,0,0,0,0,0,0
"AC140725.1",0,0,0,0,0,0,0,0
"WASIR2",0,0,0,0,5.22875816993464e-06,0,0,0
"POLR3K",6.5178831173511e-06,2.59981834888414e-05,1.47193767276889e-05,3.5054775089472e-05,6.34942084113588e-05,1.84554311007002e-05,4.74419946115277e-05,2.35959940175885e-05
"SNRNP25",1.91491579018566e-05,4.3334890344683e-05,4.70498586944172e-05,2.73792687157308e-05,5.92581633581901e-05,5.64926487729258e-05,2.98541748883339e-05,5.01570824727441e-05
"RHBDF1",7.8049164223672e-06,1.32156016095244e-05,1.95150138225037e-05,7.11832455566086e-06,1.86370491159707e-05,2.00906486219031e-05,0,1.5861776170618e-05
"MPG",5.28213454202276e-05,5.41687181332647e-05,6.45910329769206e-05,6.45412968179015e-05,5.06794439832975e-05,6.08169777557418e-05,6.12220663130684e-05,3.44579026077935e-05
"NPRL3",1.01645563968374e-05,1.44947461302856e-05,2.5334632409171e-05,1.82018836487693e-05,4.99542843701495e-05,2.57427345326078e-05,1.45422567343751e-05,2.18472821808715e-05
"Z69720.1",0,2.61780104712042e-06,0,0,0,0,0,0
"Z69666.1",0,0,0,0,0,0,0,0
"HBZ",0,0.000113063461408559,5.21988777241289e-06,0,0,3.09837335398916e-06,0,0
"HBM",0,0.000537093424462275,2.84171639670361e-06,0,0,2.99333981890294e-06,0,0
"HBA2",8.56036124724463e-07,0.0059115312180358,9.71609901697946e-06,2.51404945581427e-05,0,0,9.19750877697956e-06,4.46877443861021e-06
"HBA1",0,0.00584685104052056,1.32814919415294e-05,7.31796560556165e-06,9.59955075183732e-06,0,8.87851615352963e-06,7.68766998461303e-06
"HBQ1",0,4.15867961288447e-05,0,0,0,5.18416028116606e-06,2.69796303790638e-06,0
"Z69706.1",1.83792282937976e-06,0,0,3.93997522980808e-06,5.22125048949223e-06,0,0,0
"LUC7L",3.12489760086825e-05,5.04966269591479e-05,5.93900497343837e-05,9.16289729465112e-05,4.53075300631543e-05,0.000112286695382978,4.22618622572438e-05,7.77767298930331e-05
"FAM234A",1.63762713479747e-05,2.32612899852245e-05,2.64417872187329e-05,2.86243269668161e-05,6.42781079776868e-05,3.22780901267272e-05,1.17171143874254e-05,4.34211751319182e-05
"AC004754.1",0,0,0,0,0,0,0,0
"RGS11",0,3.91216211633534e-06,1.04913865489807e-05,0,4.15843642790311e-06,2.64648959346921e-05,0,0
"ARHGDIG",0,8.92624021972337e-06,3.61417125426665e-05,0,0,6.64889259791512e-05,0,0
"PDIA2",0,0,0,0,0,1.58774532474215e-05,0,0
"AXIN1",1.43900856718004e-05,1.05932421441565e-05,8.06811526680748e-06,6.78600817375813e-06,2.57936491130843e-05,6.69900698999432e-06,2.33059488434423e-06,1.8031153314739e-05
"MRPL28",4.12397836288162e-05,5.87474157376839e-05,4.62470386505638e-05,5.84218362718132e-05,7.34478837187946e-05,5.7328338336426e-05,3.76665072204611e-05,6.32107247203341e-05
"TMEM8A",2.44474234488961e-05,9.66848144450341e-06,1.40908283412066e-05,3.52583052009681e-05,2.13033496721707e-05,1.38468573642911e-05,3.71358616626172e-05,2.28531871068175e-05
"NME4",5.08917795657298e-05,0.000181358328785137,0.000106337769605978,0.000149347376391791,0.000178881027634043,0.00013644260077337,8.28724898903883e-05,0.000172739375434351
"DECR2",1.91419613883852e-05,1.05822274494121e-05,1.29982861335147e-05,8.09488663672338e-06,9.75566222740413e-06,3.18344608038201e-06,6.37159516930204e-06,6.31192740888519e-06
"AL023881.1",0,0,0,0,0,0,0,0
"RAB11FIP3",1.04502867030697e-05,5.04529217337955e-06,1.32152214547403e-05,3.55627428753859e-06,2.01451179455896e-05,1.59099457791809e-05,6.91432071173308e-06,1.00645783551102e-05
"LINC00235",1.43523854889213e-06,0,4.77213075638272e-06,0,0,0,0,0
"CAPN15",9.33203799760992e-06,0,4.7480967680499e-06,8.22488964842348e-06,1.64665846199514e-05,3.57142857142857e-06,1.08794539424144e-05,3.81898033225129e-06
"Z97986.1",0,0,0,0,0,0,0,0
"PRR35",0,0,0,0,0,0,0,0
"PIGQ",2.71355101693365e-06,1.64655187560462e-05,9.03756014055903e-06,1.24251624272888e-05,1.93375424361632e-05,2.92332567758824e-05,0,0
"NHLRC4",0,5.40833050793611e-06,0,2.13515533255044e-06,4.15843642790311e-06,3.10993624630695e-06,0,0
"RAB40C",1.48771144553527e-05,1.67709140722415e-05,1.40260431510035e-05,1.28863617803176e-05,1.11627891044826e-05,1.55462311898027e-05,4.64086403069978e-06,1.06840423633546e-05
"WFIKKN1",1.96702137334079e-06,0,1.18529968571166e-05,0,0,3.20128051220488e-06,0,0
"METTL26",9.16186135344788e-05,0.000145688366643002,0.000127217563099355,0.000119193796584266,0.000115540532874601,0.000222453467023925,0.000109553296354371,8.14906279611553e-05
"MCRIP2",6.63525764429467e-05,1.4369500751017e-05,1.12960105335317e-05,2.61968694740978e-06,0,9.36753518980219e-06,5.90903060323183e-05,1.23968857806515e-05
"AL022341.1",1.84897979950982e-06,1.92049164586134e-06,0,0,0,0,0,0
"WDR90",5.28791191116788e-06,7.42001948884917e-06,2.84171639670361e-06,3.84034035552724e-06,4.93400764771185e-06,1.03443379831501e-05,0,0
"AL022341.2",0,0,2.88641939673835e-06,0,0,0,0,0
"RHOT2",1.96185888942987e-05,3.28618942837997e-05,5.90030598911543e-05,5.46044974733121e-05,5.34503589821449e-05,2.79009181772428e-05,1.68936944607814e-05,1.47155068584936e-05
"RHBDL1",2.08609055752084e-06,1.98452073824171e-06,0,0,0,0,4.75059382422803e-06,0
"Z92544.1",0,0,0,0,0,0,0,0
"STUB1",8.28819885450248e-05,0.000102288945469867,9.01997757114912e-05,9.28217912542182e-05,0.00011218981653764,0.00013967468537489,6.70711604110011e-05,0.000100481408840668
"JMJD8",1.95743020708032e-05,2.93170005345077e-05,6.58713769821851e-05,3.37983479055675e-05,4.01018205181961e-05,2.86349538829861e-05,1.75149130302031e-05,3.6544202535839e-05
"WDR24",3.55655501286002e-06,1.28732603633021e-05,6.6672711021359e-06,4.07235827502705e-06,1.33896114365487e-05,6.31946654433118e-06,4.15368639667705e-06,0
"FBXL16",0,0,2.69796303790638e-06,0,0,6.19674670797831e-06,3.69173973234887e-06,0
"Z97653.1",0,0,0,0,0,0,0,0
"METRN",1.14881489639373e-05,7.67266928275651e-05,5.02992707811666e-05,1.53003827670782e-05,6.74265969268018e-05,0.000563011995548307,3.06992009442613e-05,3.44336827219155e-05
"FAM173A",5.55151879379197e-05,2.86051156982254e-05,1.78829521321775e-05,3.42733860016046e-05,9.38719459783775e-06,6.40087312546168e-05,3.63931520809296e-05,4.74619736090734e-05
"CCDC78",7.37476723390918e-07,1.20598166907863e-06,3.27064595257563e-06,0,0,0,0,0
"HAGHL",9.63414340422457e-07,6.04136911710117e-06,1.79243531714787e-05,2.50862339291314e-06,0,1.67891542408859e-05,4.76701227505661e-06,4.4135495972636e-06
"NARFL",8.22707994473666e-06,2.22669293119081e-05,1.28870255061608e-05,2.00430889369803e-05,8.31687285580622e-06,2.64775554830604e-05,8.56918479605888e-06,1.21831357600212e-05
"MSLN",2.38219271091595e-05,3.87905450019154e-05,0.000525747071714567,0,0,0,4.13693246457752e-06,0
"MSLNL",0,0,0,0,0,0,0,0
"RPUSD1",1.10359114967382e-05,7.48629362029934e-06,1.50255943736822e-05,1.75463313288343e-05,1.45201673853815e-05,1.21896257105351e-05,1.92458455760894e-05,1.62191364638734e-05
"CHTF18",6.29637120533471e-06,1.21211702332673e-05,1.31025728200537e-05,4.48948140671171e-06,4.24662983254092e-05,1.52937865529102e-05,2.32270202048044e-05,5.72288489488232e-06
"GNG13",0,0,0,0,0,0,0,0
"PRR25",0,0,0,0,0,0,0,0
"AL031008.1",6.792786061203e-07,0,0,0,0,0,0,0
"LMF1",7.24030358140789e-06,9.86891203990996e-06,1.59235584218695e-05,1.58660901987228e-06,1.05430567963448e-05,6.51910271466533e-06,4.72980962516259e-06,0
"AL031716.1",0,0,0,0,0,0,0,0
"LMF1-AS1",0,0,0,0,0,0,0,3.8259206121473e-06
"AC009041.2",0,1.66938232288379e-05,5.99272761210566e-05,2.59771656589341e-05,5.78034682080925e-06,4.26212547103566e-05,0,6.10041336677459e-06
"SOX8",0,6.42871994060835e-06,4.42121543889783e-05,9.39148944723472e-06,5.47045951859956e-06,6.01866324847841e-05,0,4.4135495972636e-06
"AC009041.1",0,0,0,0,0,0,0,0
"AC009041.3",0,0,0,0,0,0,0,0
"SSTR5",0,0,0,0,0,0,0,0
"C1QTNF8",0,0,0,0,0,0,0,0
"AL031598.1",0,0,0,0,0,0,0,0
"AC120498.8",0,1.82232346241458e-06,5.70044178423828e-06,0,0,0,0,1.23181062821986e-05
"CACNA1H",8.88336146397797e-07,0,2.76740793800393e-05,0,1.52424329034782e-05,3.05250305250305e-06,0,9.1305558223806e-06
"AC120498.3",0,0,0,0,0,0,0,0
"AC120498.1",0,0,0,0,0,0,0,0
"AC120498.6",0,0,0,0,0,0,0,0
"TPSG1",2.45792762729209e-05,0,0,0,0,0,0,0
"AC120498.10",0,0,2.69796303790638e-06,0,0,0,0,0
"TPSB2",0,0,0,0,0,0,5.74014791919638e-05,0
"TPSAB1",0,0,0,0,0,0,0.00122309305662877,0
"TPSD1",0,0,0,0,0,0,0,0
"AC120498.4",0,0,0,0,0,0,0,0
"AC120498.9",2.0378358183609e-06,0,0,0,0,0,0,0
"UBE2I",0.000119249172400265,0.000128848516286632,0.000154006774878136,0.000213491163384166,0.000160474753474945,0.00018454403351315,0.000138692580099218,0.000122216220302377
"AL031714.1",2.2487014108386e-06,3.68506044173699e-06,3.45871162991786e-06,1.56463915509486e-06,3.53982300884956e-06,3.06630893062476e-06,0,0
"BAIAP3",9.04077389024501e-07,0,0,0,0,3.09837335398916e-06,0,0
"TSR3",3.36686921494209e-05,5.3171914300652e-05,3.03057231808745e-05,3.91328899562622e-05,4.16150698699405e-05,4.19521292069327e-05,2.74287040252664e-05,6.68912629802636e-05
"GNPTG",4.08476784565856e-05,1.62991524420324e-05,2.90597238263649e-05,1.67940893590682e-05,2.30841144033799e-05,1.95474798570151e-05,2.08315117860887e-05,2.16448279641177e-05
"AL031709.1",0,0,0,0,0,0,0,0
"UNKL",3.34472478031676e-06,5.86619059781918e-06,1.19309309554156e-05,3.71257234700489e-06,1.84231319700964e-05,1.1804943367573e-05,0,8.82074806071836e-06
"AL032819.1",7.72618403770378e-07,0,0,0,0,0,0,0
"C16orf91",2.28575840224509e-05,2.3634651863921e-05,1.43982249628849e-05,3.60034034229212e-05,9.72215905751397e-06,3.8221330595472e-05,9.16609222360986e-06,2.0404310032128e-05
"AL032819.3",0,0,0,0,0,0,0,0
"CCDC154",1.88838614889792e-06,0,3.58166189111748e-06,4.23333755523657e-06,0,0,0,0
"CLCN7",1.0040312157434e-05,1.24033279463282e-05,1.78062502355386e-05,7.68721978505194e-06,1.79662109756018e-05,2.08858788608111e-05,1.16541898085426e-05,1.32410456443322e-05
"AL031600.3",0,0,0,0,0,0,0,0
"AL031600.1",0,0,0,0,0,0,0,0
"PTX4",0,0,0,0,0,0,0,0
"TELO2",1.06216649307227e-05,1.20767601732332e-05,2.99245931351967e-05,2.87589056480412e-05,3.05820442080571e-05,2.10087286781484e-05,8.31227802505997e-06,5.12538333763932e-05
"IFT140",2.34215330141436e-06,1.05217039431838e-05,1.02860363440811e-05,6.25277474275985e-06,0,1.19384942106234e-05,2.25022502250225e-06,8.36149642519706e-06
"AL031705.1",7.37476723390918e-07,0,0,0,0,0,0,0
"TMEM204",0,6.74390526115898e-06,0,8.64856446403244e-05,4.85753710488656e-05,3.0213762368759e-06,8.99391961343131e-06,1.7416530993701e-05
"AL133297.2",0,0,0,0,0,0,0,0
"CRAMP1",3.43401730286329e-06,4.62123568627498e-06,2.88641939673835e-06,1.29177602665339e-05,8.16074027133507e-06,1.90451845661513e-05,0,0
"Z97652.1",0,0,0,0,0,0,0,0
"AL031708.1",0,0,0,2.12596332713261e-06,0,0,0,0
"JPT2",1.42178172408162e-05,9.70623064880708e-06,1.85077721536726e-05,2.21756793186786e-05,1.64783586416822e-05,4.46598482143359e-05,1.06934587070541e-05,1.72586374115715e-05
"MAPK8IP3",3.60732386043449e-06,1.49874065267802e-05,1.05122944326711e-05,4.25617635067922e-06,1.48301697063085e-05,1.65068149009747e-05,9.50118764845606e-06,6.00062674003058e-06
"AL031710.1",0,0,0,0,0,0,0,0
"AL031717.1",0,0,0,0,0,0,0,0
"NME3",0.000113306304839397,9.05822921071656e-05,0.000115896623619479,6.63987060047153e-05,5.42717357953461e-05,7.40791240480538e-05,0.000105433695765041,5.76634097661471e-05
"MRPS34",0.000132586796654651,0.000120004647308362,7.88990462590526e-05,0.000100600524713594,7.06669624550787e-05,0.000118149000417238,0.000101631160457557,9.3708057081201e-05
"EME2",2.95378505467258e-06,3.87065912962112e-06,0,8.26811518175928e-06,0,0,0,9.10986944765313e-06
"SPSB3",3.9069565787756e-05,4.1493107802937e-05,8.28141507385303e-05,7.14922741816385e-05,4.85652510822562e-05,6.34877935381656e-05,2.63077347937406e-05,3.73646975508702e-05
"NUBP2",3.18091293263654e-05,7.31494695708494e-05,4.43448208339777e-05,5.25815492781181e-05,6.3381799890616e-05,9.16553968006751e-05,3.76459229104987e-05,4.62267465496898e-05
"IGFALS",8.42105263157895e-07,0,3.58166189111748e-06,0,0,0,0,0
"HAGH",5.04064945162885e-05,5.61895192902522e-05,2.11244046274896e-05,2.5325239678525e-05,1.54488753873432e-05,7.94853221954865e-05,1.75274095569452e-05,4.78996353272692e-05
"FAHD1",4.80177938202071e-05,2.08918828975061e-05,2.46070011954963e-05,2.21626772003755e-05,1.11345606208427e-05,2.37301573385302e-05,2.43431934361043e-05,1.94068345718567e-05
"MEIOB",0,0,4.98442367601246e-06,0,0,0,0,0
"LINC00254",0,0,0,0,0,0,0,0
"LINC02124",0,0,0,0,0,0,0,0
"HS3ST6",0,2.16239593469564e-06,0,0,0,0,0,0
"MSRB1",3.14568923092239e-05,5.99482895222023e-06,1.40381956279731e-05,6.78210090039331e-06,0,1.38282251786115e-05,1.1915822465444e-05,2.29960022874057e-05
"RPL3L",0,2.05349350582679e-06,0,0,0,0,0,0
"NDUFB10",0.000255463394220946,0.000182326687253182,0.000135151328514417,0.000201641336965024,0.000172411952284664,0.000191830253943836,0.000165691872962435,0.000193876274235133
"RPS2",0.00320241889256578,0.00413584679148292,0.00359156988920414,0.00375483143755875,0.0032167637832178,0.00379621852976897,0.00514760788459421,0.00352834611955601
"SNHG9",3.00854612230608e-05,0.000207360843532567,0.000189912739629164,0.000118157698941729,0.000182703271769289,7.36349931848583e-05,3.01888763055033e-05,4.69392072977302e-05
"RNF151",0,0,0,0,0,0,0,0
"AC005363.2",1.71773345071179e-06,0,1.86167737131155e-06,0,5.35690370965582e-06,3.09837335398916e-06,2.89645184648805e-06,0
"TBL3",7.35018987414831e-06,1.08287083091697e-05,5.02765208647562e-06,1.47322690302826e-05,3.37767155546867e-05,2.45269796022871e-05,5.2067209928436e-06,1.81761324597108e-05
"NOXO1",2.49528840278469e-06,0,0,0,0,0,0,0
"GFER",6.02105860034388e-05,2.33346964127163e-05,9.18826491747446e-06,1.70638295053351e-05,1.44261844395871e-05,1.9763653795622e-05,3.35544758238184e-05,2.58588602177202e-05
"AC005606.2",0,0,0,0,0,0,0,0
"SYNGR3",0,0,5.21988777241289e-06,1.67154199749269e-06,0,4.03923777073981e-05,4.54700466067978e-06,3.8259206121473e-06
"AC005606.1",0,0,0,0,0,0,0,0
"ZNF598",8.74297795758104e-06,1.06756744070694e-05,2.16829902761667e-05,1.88337657945142e-05,3.58358568420647e-05,3.12085511430132e-06,1.16799117375314e-05,1.97918970232829e-05
"NPW",1.65541906763639e-06,0.000120238472118278,0.0004252212561196,3.40390954034412e-05,2.48896323272404e-05,8.38544079337094e-06,0,4.79617149295001e-05
"SLC9A3R2",1.78693406371983e-06,9.2694296607454e-05,4.68806013352243e-05,0.000580374170138244,4.60142048620206e-05,2.1791523986403e-05,0,1.58204331785212e-05
"NTHL1",1.58537632188774e-05,1.59465715496472e-05,3.6770020323021e-05,6.15061415194941e-05,3.95292820817268e-05,3.24785706765369e-05,2.69796303790638e-06,1.46247912270519e-05
"TSC2",1.56205477246305e-05,3.31228888992106e-05,3.97836975911031e-05,3.91430432022679e-05,3.63544768763713e-05,2.7464163410244e-05,6.37159516930204e-06,2.92472508552346e-05
"PKD1",4.63212130383009e-06,2.80162205804507e-05,3.24536333938256e-05,1.65492153167279e-05,2.736566818218e-05,1.35919544295373e-05,0,3.57268888047459e-05
"AC009065.6",0,0,0,0,0,0,0,0
"AC009065.3",0,0,0,0,0,0,0,0
"RAB26",3.03611378886179e-06,0,0,0,0,0,0,0
"SNHG19",2.37447805404609e-05,4.44046705012036e-05,6.58748007018166e-05,1.77382532499566e-05,0,3.86100005671291e-05,1.71624391885392e-05,3.49617807391815e-05
"TRAF7",2.6047028866635e-05,2.75517086238131e-05,1.86448883087392e-05,5.84698753725182e-05,2.2607964461734e-05,4.81454868392765e-05,4.8338220438529e-05,5.48535386498802e-05
"CASKIN1",0,0,0,1.67154199749269e-06,0,0,0,4.34404865334492e-06
"MLST8",3.04094304393841e-05,1.65157076088534e-05,3.1144545317335e-05,2.52208925645949e-05,6.35805843534327e-05,2.0652856453847e-05,6.75718409910708e-06,1.37520539112152e-05
"BRICD5",0,0,0,6.95569023061592e-06,0,0,0,0
"AC009065.7",0,0,0,0,0,0,0,0
"PGP",2.85087254527566e-05,3.34601918214561e-05,3.42129509346575e-05,3.46358375540256e-05,8.54757246337485e-05,5.70429611763972e-05,8.27255135380022e-05,4.61603597473551e-05
"E4F1",7.68412604753107e-06,1.04701951249252e-05,4.67890981401334e-06,9.60629498644924e-06,1.56719916132448e-05,1.23787318907899e-05,9.41747524475865e-06,2.0187821907948e-05
"AC009065.1",0,0,0,0,0,0,0,0
"DNASE1L2",0,0,0,0,0,0,0,0
"ECI1",0.00010974404934954,6.60312878188534e-05,4.76330175786314e-05,4.31693101247128e-05,5.34332017164094e-05,8.01514281379309e-05,3.87230639829851e-05,6.0149653391611e-05
"AC009065.8",0,0,0,0,0,0,0,0
"RNPS1",0.000107449616485796,0.000107144353223541,0.00013092710777602,0.000150931931683277,0.000228406996994857,0.000170208130471991,7.05091172913378e-05,0.000184680571018844
"AC009065.4",3.96682277121304e-06,0,0,0,0,0,0,0
"ABCA3",0,0,7.35109900500806e-06,4.51432998226382e-06,0,1.22926392358584e-05,0,9.50155269205614e-06
"CCNF",2.81555920055442e-06,2.35958810050875e-05,0,7.40205868628661e-06,1.07138074193116e-05,1.9150397900041e-05,2.31026914635555e-06,3.54315088181264e-05
"AC106820.3",0,0,0,0,0,0,0,0
"AC106820.5",0,0,0,0,0,0,0,0
"TEDC2",3.80482243698773e-06,1.12797935052448e-05,0,4.54067279641353e-06,2.52411567717096e-05,3.12085511430132e-06,0,1.84271470266383e-05
"AC106820.2",0,0,0,0,0,0,0,0
"NTN3",0,0,0,0,0,0,0,0
"TBC1D24",9.06171105552437e-06,1.7018267804588e-05,2.24818859171482e-05,1.07647474992958e-05,4.02171727327569e-06,2.84693129235901e-05,0,1.21861425825482e-05
"AC093525.2",0,0,0,0,0,0,0,0
"ATP6V0C",3.70369513170067e-06,0,6.15706534931398e-06,2.11048382841766e-06,0,3.63504180298073e-06,0,0
"AC093525.1",0,0,0,0,0,0,0,0
"AMDHD2",3.37037689262405e-05,5.63211099973075e-06,3.45871162991786e-06,6.79326768751246e-06,8.52176347466099e-06,1.18417162801579e-05,4.74689109889818e-05,1.53265815499397e-05
"CEMP1",0,0,0,0,0,0,0,0
"PDPK1",2.6241077629874e-05,2.57877258691459e-05,9.12525933046277e-06,2.65147957649146e-05,1.92209811631952e-05,2.08305775564124e-05,2.65533370762552e-05,1.51109966310831e-05
"AC093525.6",3.03241564153774e-06,4.10698701165358e-06,0,0,0,1.29156829599648e-05,0,0
"AC093525.7",9.4863159891856e-07,1.77014647962119e-06,0,2.50862339291314e-06,0,3.63504180298073e-06,0,0
"AC093525.4",8.69300647628982e-07,0,0,0,4.82683721491493e-06,0,0,0
"AC093525.3",0,0,5.84368151935719e-06,0,0,0,0,0
"AC141586.3",0,0,0,0,0,0,0,0
"AC141586.2",0,0,0,0,0,0,0,0
"KCTD5",7.51325677266022e-06,1.14195283008484e-05,6.88932945778717e-06,1.43056097807916e-05,1.09627031240631e-05,1.28194119453733e-05,8.86506485228437e-06,1.0726751460945e-05
"PRSS27",0,0,0,1.56463915509486e-06,0,3.54327221188768e-06,0,8.61825348868986e-06
"SRRM2-AS1",9.4863159891856e-07,0,2.19925225423356e-06,0,1.4923494078885e-05,0,0,0
"SRRM2",0.000187129084410891,0.000251897290477352,0.000347070611980857,0.000314293324706299,0.000421051900591109,0.000393430275780439,0.000352760496358591,0.000262912577910869
"ELOB",0.000305213737947828,0.000450204962366142,0.000335628646993158,0.000410126632812003,0.000404702270217425,0.00048112485078627,0.000269702149661273,0.000416297044200049
"AC092117.1",0,0,0,0,0,0,2.31026914635555e-06,0
"PRSS33",0,0,0,0,0,0,0,0
"PRSS41",0,0,0,0,0,0,0,0
"PRSS21",0,6.22959295709225e-06,0,0,0,0,8.83099679876366e-06,0
"ZG16B",6.49514412729453e-06,2.15749730312837e-06,0,0,0,0,1.27112896971082e-05,0
"PRSS22",1.71207224944893e-06,0,0,0,0,0,0,0
"AC003965.2",0,0,0,0,0,0,0,0
"AC003965.1",9.04077389024501e-07,0,0,0,0,3.06630893062476e-06,4.63983296601322e-06,0
"FLYWCH2",9.04077389024501e-07,2.47831908085798e-05,2.45784210078438e-05,4.527755111833e-05,2.01280077098073e-05,2.2604810797053e-05,2.90728733637096e-05,1.02770008083069e-05
"FLYWCH1",1.70089106381338e-06,2.1564504825058e-06,0,2.04831370136734e-05,3.53982300884956e-06,1.23257383070693e-05,4.4762757385855e-06,3.8259206121473e-06
